STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,CLDD,HTDD,DT90,DX32,DT00,DT32,DP01,DP05,DP10,EMXP,MXSD,TPCP,TSNW,EMXT,EMNT,MMXT,MMNT,MNTM
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19120801,945,182,1,0,0,0,8,4,2,597,-9999,1637,-9999,333,67,259,156,208
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19120901,893,648,8,0,0,0,6,3,1,577,-9999,1097,-9999,339,28,244,138,191
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19121001,57,1767,0,0,0,1,5,1,0,152,-9999,468,-9999,283,-11,187,69,128
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19121101,0,3946,0,0,0,16,5,2,1,262,-9999,762,25,217,-56,94,9,51
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19121201,0,5571,0,7,0,23,3,0,0,91,-9999,228,13,144,-150,44,-37,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19130101,0,6092,0,12,0,28,8,2,1,269,-9999,840,165,128,-156,28,-55,-14
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19130201,0,6603,0,18,4,26,4,0,0,97,0,280,268,161,-211,-10,-95,-53
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19130301,0,5212,0,7,2,22,11,4,1,292,-9999,1220,419,194,-217,72,-42,15
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19130401,41,2658,0,0,0,7,8,0,0,107,-9999,530,-9999,267,-33,156,36,96
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19130501,172,1079,0,0,0,2,7,4,1,541,-9999,1477,-9999,289,-11,214,93,154
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19130601,1340,246,9,0,0,0,2,1,0,147,-9999,201,-9999,361,44,286,153,219
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19130701,1628,16,10,0,0,0,6,2,0,224,-9999,789,-9999,356,94,297,173,235
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19130801,1518,11,6,0,0,0,2,2,2,404,-9999,867,-9999,350,94,292,172,232
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19130901,661,761,5,0,0,0,7,1,0,132,-9999,717,-9999,372,17,239,121,180
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19131001,171,2214,0,0,0,5,10,2,1,292,-9999,1017,51,294,-28,165,69,117
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19131101,0,3014,0,1,0,11,8,1,0,196,-9999,713,305,211,-67,119,36,79
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19131201,0,5213,0,5,0,23,3,0,0,76,-9999,168,102,161,-111,49,-20,15
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19140101,0,5820,0,12,0,27,8,2,0,216,152,791,597,144,-139,30,-39,-5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19140201,0,7359,0,23,8,28,5,1,0,216,152,429,509,72,-233,-30,-129,-80
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19140301,0,5170,0,6,0,20,8,2,1,478,-9999,1040,318,183,-150,61,-29,16
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19140401,98,2880,0,1,0,12,5,1,0,152,-9999,524,26,289,-89,149,31,90
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19140501,545,966,1,0,0,0,8,3,3,343,-9999,1312,-9999,328,17,228,110,169
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19140601,1142,131,5,0,0,0,5,2,1,589,-9999,987,-9999,339,50,277,157,217
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19140701,1775,5,11,0,0,0,3,0,0,64,-9999,168,-9999,361,106,307,173,240
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19140801,1350,47,9,0,0,0,9,3,0,249,-9999,1006,-9999,361,106,287,163,225
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19140901,544,581,1,0,0,0,5,1,0,163,-9999,419,-9999,333,39,240,124,182
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19141001,166,1504,0,0,0,4,6,2,0,193,-9999,533,0,294,-33,193,86,140
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19141101,0,3827,0,2,0,11,6,1,0,140,-9999,351,228,200,-122,104,1,51
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19141201,0,7190,0,18,4,25,7,0,0,107,254,526,343,139,-217,-13,-85,-49
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19150101,0,7238,0,17,5,30,6,1,0,173,152,566,356,78,-239,-10,-91,-50
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19150201,0,4868,0,8,0,21,4,0,0,99,0,392,77,150,-111,49,-31,9
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19150301,0,5578,0,3,0,29,1,0,0,56,25,105,59,117,-111,48,-42,3
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19150401,297,1914,0,0,0,5,5,2,1,328,-9999,628,-9999,311,-44,192,67,129
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19150501,31,1682,0,0,0,0,11,2,0,241,-9999,1106,-9999,278,6,182,78,130
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19150601,334,412,0,0,0,0,8,1,0,165,-9999,745,-9999,300,39,242,119,180
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19150701,967,51,0,0,0,0,13,4,1,323,-9999,1390,-9999,311,100,265,160,213
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19150801,510,415,0,0,0,0,6,3,2,378,-9999,1153,-9999,306,56,233,139,186
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19150901,758,489,1,0,0,0,8,4,1,284,-9999,1070,-9999,328,39,245,139,192
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19151001,4,1808,0,0,0,2,6,2,0,142,-9999,472,-9999,256,-6,177,73,125
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19151101,0,3717,0,0,0,15,8,1,0,155,-9999,545,110,233,-67,106,12,59
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19151201,0,6519,0,12,0,30,5,1,0,152,0,352,367,50,-133,5,-60,-27
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19160101,0,6089,0,9,5,24,9,4,1,290,0,1154,153,156,-228,33,-60,-13
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19160201,0,6677,0,18,1,29,2,0,0,58,0,138,77,122,-178,-7,-88,-47
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19160301,0,5525,0,8,0,26,6,2,0,201,254,524,227,228,-161,59,-49,5
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19160401,26,2761,0,0,0,8,3,0,0,91,-9999,335,0,239,-44,150,34,92
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19160501,318,1062,1,0,0,0,7,3,2,366,-9999,1253,-9999,322,22,218,100,159
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19160601,237,494,0,0,0,0,10,5,0,231,-9999,1343,-9999,300,61,230,119,174
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19160701,2383,0,20,0,0,0,3,1,1,320,-9999,439,-9999,389,128,328,191,260
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19160801,1708,35,12,0,0,0,3,0,0,69,-9999,209,-9999,378,78,304,170,237
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19160901,515,753,2,0,0,0,6,3,2,551,-9999,1372,-9999,322,11,235,116,175
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19161001,79,2103,0,0,0,3,7,2,0,224,-9999,685,13,289,-6,175,60,118
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19161101,0,3959,0,2,0,17,4,1,1,272,25,569,46,233,-100,100,2,51
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19161201,0,6861,0,17,4,25,7,2,0,147,-9999,596,238,156,-211,10,-86,-38
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19170101,0,7109,0,14,4,29,2,0,0,79,-9999,177,91,83,-233,1,-93,-46
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19170201,0,7138,0,19,8,28,0,0,0,23,25,80,56,128,-239,-20,-124,-72
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19170301,0,4749,0,3,0,24,8,0,0,79,-9999,353,25,222,-111,81,-21,30
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19170401,12,3236,0,0,0,9,6,2,1,348,-9999,898,0,283,-72,131,20,76
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19170501,124,2301,0,0,0,6,4,1,1,315,-9999,634,0,317,-17,176,50,113
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19170601,451,359,0,0,0,0,8,1,0,130,-9999,487,-9999,311,17,245,127,186
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19170701,1345,146,9,0,0,0,6,0,0,112,-9999,448,-9999,367,67,284,159,222
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19170801,990,88,3,0,0,0,3,1,0,231,-9999,371,-9999,339,72,276,148,212
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19170901,214,674,0,0,0,0,3,2,0,175,-9999,373,-9999,294,6,234,102,168
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19171001,0,3435,0,0,0,10,11,4,2,312,-9999,1350,91,206,-61,116,28,72
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19171101,0,4164,0,2,0,15,2,0,0,46,-9999,94,26,189,-106,89,-1,44
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19171201,0,7454,0,17,7,28,4,2,0,152,-9999,373,418,94,-217,-19,-96,-57
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19180101,0,9364,0,30,12,31,7,2,0,152,-9999,602,602,11,-283,-77,-161,-119
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19180201,0,5743,0,9,5,22,5,1,0,213,-9999,523,15,150,-244,31,-75,-22
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19180301,0,3745,0,0,0,18,4,0,0,124,-9999,312,0,239,-72,128,-3,62
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19180401,0,3074,0,0,0,11,7,1,0,127,-9999,554,0,272,-56,141,20,81
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19180501,708,550,0,0,0,1,11,5,1,277,-9999,1390,-9999,311,-6,250,126,188
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19180601,812,174,4,0,0,0,5,2,1,635,-9999,994,-9999,350,28,269,140,204
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19180701,1275,108,10,0,0,0,3,0,0,76,-9999,183,-9999,356,72,283,158,221
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19180801,1936,13,11,0,0,0,6,1,1,424,-9999,761,-9999,389,89,313,177,245
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19180901,44,1257,0,0,0,0,8,2,1,300,-9999,857,-9999,267,28,197,88,143
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19181001,1,1693,0,0,0,0,8,1,1,254,-9999,762,-9999,250,11,183,74,128
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19181101,0,3998,0,0,0,15,8,1,0,127,-9999,611,5,189,-72,90,9,50
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19181201,0,5088,0,4,0,17,10,3,1,338,-9999,1111,170,133,-128,47,-10,19
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19190101,0,6183,0,8,2,27,1,0,0,61,-9999,79,8,100,-228,21,-54,-16
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19190201,0,5463,0,10,0,25,6,1,0,152,-9999,394,37,117,-117,26,-50,-12
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19190301,0,4568,0,3,0,22,6,1,0,198,203,602,140,194,-128,86,-15,36
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19190401,26,2765,0,0,0,7,10,4,0,198,-9999,1041,-9999,250,-61,139,39,89
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19190501,208,1511,2,0,0,0,10,3,2,297,-9999,1061,-9999,344,28,201,78,140
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19190601,1465,25,6,0,0,0,8,3,2,376,-9999,1143,-9999,333,83,292,170,231
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19190701,1977,0,16,0,0,0,4,1,0,198,-9999,396,0,356,122,315,184,251
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19190801,1114,37,3,0,0,0,6,1,1,315,-9999,641,-9999,361,100,279,156,218
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19190901,756,262,5,0,0,0,6,1,0,160,-9999,469,-9999,344,44,259,140,199
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19191001,239,1597,0,0,0,1,7,2,1,287,-9999,1044,-9999,294,-22,192,86,139
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19191101,0,3544,0,2,0,16,7,1,1,391,25,653,76,222,-78,98,0,52
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19191201,0,7500,0,25,3,31,3,0,0,56,51,184,184,78,-233,-23,-95,-59
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19200101,0,7169,0,23,3,28,7,2,0,127,-9999,460,457,22,-222,-44,-120,-83
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19200201,0,6341,0,13,2,29,1,0,0,25,51,84,64,100,-217,-4,-83,-43
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19200301,0,4480,0,4,0,18,7,3,1,267,0,962,87,222,-156,90,-13,38
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19200401,12,3532,0,1,0,13,14,4,2,345,-9999,1509,508,250,-100,111,10,62
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19200501,147,1242,0,0,0,2,7,0,0,86,-9999,426,-9999,278,-6,207,83,147
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19200601,1123,235,6,0,0,0,7,2,0,175,-9999,626,0,344,78,274,152,213
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19200701,1036,47,3,0,0,0,3,2,0,211,-9999,458,-9999,367,94,278,151,215
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19200801,1127,140,4,0,0,0,3,0,0,119,-9999,271,0,333,67,282,148,215
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19200901,736,268,3,0,0,0,4,1,0,201,-9999,387,-9999,333,22,259,139,199
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19201001,372,1156,0,0,0,2,4,1,0,244,-9999,551,0,289,-17,214,101,158
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19201101,0,4331,0,4,0,14,7,0,0,107,-9999,509,153,172,-100,75,3,39
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19201201,0,5806,0,8,1,23,10,2,1,279,-9999,913,156,139,-211,29,-37,-4
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19210101,0,5694,0,8,0,23,4,2,0,127,-9999,413,182,106,-111,34,-35,-1
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19210201,0,5188,0,6,0,27,1,0,0,43,-9999,96,23,189,-139,34,-38,-2
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19210301,23,3409,0,0,0,12,7,4,1,254,-9999,1011,0,250,-89,133,14,74
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19210401,72,1924,0,0,0,6,8,1,0,165,-9999,689,20,267,-33,175,68,121
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19210501,604,1011,4,0,0,0,6,2,0,234,-9999,708,0,333,6,233,109,169
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19210601,1738,132,13,0,0,0,3,2,0,188,-9999,486,0,350,61,299,174,237
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19210701,2601,0,19,0,0,0,3,1,0,170,-9999,312,-9999,372,139,332,202,267
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19210801,1125,71,1,0,0,0,9,7,2,462,-9999,1796,-9999,361,106,273,164,218
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19210901,775,135,0,0,0,0,8,3,1,267,-9999,870,-9999,317,83,256,153,204
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19211001,0,272,0,0,0,0,10,4,2,318,-9999,1316,-9999,222,22,151,58,93
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19211101,0,3060,0,0,0,10,6,2,1,401,-9999,904,51,189,-67,85,11,50
GHCND:USW00014848,SOUTH BEND AIRPORT IN US,244.1,41.75,-86.16667,19211201,0,5870,0,6,0,27,6,2,0,168,-9999,549,109,133,-122,27,-40,-6
